367.62	-18.00
367.82	-25.00
368.02	-27.00
368.23	-4.00
368.43	-22.00
368.63	9.00
368.83	9.00
369.04	-21.00
369.24	-26.00
369.44	-47.00
369.65	-38.00
369.85	11.00
370.05	-26.00
370.25	-7.00
370.46	-15.00
370.66	-77.00
370.86	-44.00
371.07	-23.00
371.27	-46.00
371.47	36.00
371.67	41.00
371.88	22.00
372.08	-12.00
372.28	31.00
372.49	90.00
372.69	34.00
372.89	27.00
373.09	-2.00
373.30	-9.00
373.50	-1.00
373.70	-25.00
373.91	8.00
374.11	-9.00
374.31	-27.00
374.51	-21.00
374.72	-59.00
374.92	32.00
375.12	65.00
375.33	-11.00
375.53	-24.00
375.73	17.00
375.93	-8.00
376.14	-8.00
376.34	32.00
376.54	52.00
376.74	14.00
376.95	36.00
377.15	10.00
377.35	-18.00
377.55	20.00
377.76	25.00
377.96	42.00
378.16	3.00
378.37	39.00
378.57	40.00
378.77	-12.00
378.97	-9.00
379.18	48.00
379.38	43.00
379.58	0.00
379.78	-14.00
379.99	-20.00
380.19	16.00
380.39	-51.00
380.59	-28.00
380.80	-17.00
381.00	-20.00
381.20	6.00
381.40	-16.00
381.61	-18.00
381.81	-44.00
382.01	-24.00
382.21	23.00
382.42	12.00
382.62	-31.00
382.82	34.00
383.02	38.00
383.23	25.00
383.43	70.00
383.63	56.00
383.83	21.00
384.04	-11.00
384.24	6.00
384.44	37.00
384.64	-28.00
384.85	-79.00
385.05	-20.00
385.25	27.00
385.45	33.00
385.66	14.00
385.86	-25.00
386.06	-26.00
386.26	-26.00
386.47	32.00
386.67	49.00
386.87	28.00
387.07	69.00
387.27	5.00
387.48	38.00
387.68	24.00
387.88	16.00
388.08	-26.00
388.29	6.00
388.49	29.00
388.69	38.00
388.89	96.00
389.10	47.00
389.30	-53.00
389.50	-21.00
389.70	25.00
389.90	34.00
390.11	30.00
390.31	8.00
390.51	-33.00
390.71	-28.00
390.92	-5.00
391.12	-5.00
391.32	2.00
391.52	29.00
391.72	-44.00
391.93	-62.00
392.13	-27.00
392.33	71.00
392.53	24.00
392.74	54.00
392.94	67.00
393.14	16.00
393.34	10.00
393.54	38.00
393.75	51.00
393.95	15.00
394.15	56.00
394.35	3.00
394.56	19.00
394.76	9.00
394.96	51.00
395.16	6.00
395.36	11.00
395.57	-8.00
395.77	-14.00
395.97	72.00
396.17	39.00
396.37	40.00
396.58	68.00
396.78	67.00
396.98	66.00
397.18	25.00
397.38	-18.00
397.59	12.00
397.79	-4.00
397.99	1.00
398.19	1.00
398.39	-13.00
398.60	38.00
398.80	28.00
399.00	-34.00
399.20	7.00
399.40	26.00
399.61	17.00
399.81	68.00
400.01	131.00
400.21	76.00
400.41	-23.00
400.62	23.00
400.82	34.00
401.02	-8.00
401.22	22.00
401.42	14.00
401.63	57.00
401.83	15.00
402.03	-18.00
402.23	61.00
402.43	17.00
402.64	13.00
402.84	67.00
403.04	25.00
403.24	-15.00
403.44	-21.00
403.64	-5.00
403.85	58.00
404.05	45.00
404.25	61.00
404.45	19.00
404.65	59.00
404.86	119.00
405.06	78.00
405.26	30.00
405.46	-13.00
405.66	-9.00
405.86	0.00
406.07	-9.00
406.27	103.00
406.47	60.00
406.67	68.00
406.87	60.00
407.07	121.00
407.28	26.00
407.48	-4.00
407.68	28.00
407.88	30.00
408.08	32.00
408.28	29.00
408.49	18.00
408.69	10.00
408.89	103.00
409.09	70.00
409.29	68.00
409.49	71.00
409.70	57.00
409.90	40.00
410.10	19.00
410.30	-10.00
410.50	30.00
410.70	80.00
410.91	80.00
