367.62	61.00
367.82	50.00
368.02	-20.00
368.23	-58.00
368.43	7.00
368.63	-8.00
368.83	13.00
369.04	24.00
369.24	-41.00
369.44	9.00
369.65	16.00
369.85	25.00
370.05	18.00
370.25	33.00
370.46	-12.00
370.66	-34.00
370.86	57.00
371.07	41.00
371.27	23.00
371.47	46.00
371.67	39.00
371.88	81.00
372.08	76.00
372.28	-29.00
372.49	-49.00
372.69	5.00
372.89	-11.00
373.09	-8.00
373.30	53.00
373.50	25.00
373.70	25.00
373.91	10.00
374.11	8.00
374.31	-88.00
374.51	-95.00
374.72	9.00
374.92	1.00
375.12	40.00
375.33	20.00
375.53	33.00
375.73	9.00
375.93	-49.00
376.14	2.00
376.34	20.00
376.54	18.00
376.74	24.00
376.95	8.00
377.15	-5.00
377.35	2.00
377.55	-13.00
377.76	-18.00
377.96	18.00
378.16	-3.00
378.37	37.00
378.57	-5.00
378.77	-49.00
378.97	-15.00
379.18	-61.00
379.38	-13.00
379.58	59.00
379.78	85.00
379.99	42.00
380.19	43.00
380.39	67.00
380.59	63.00
380.80	-61.00
381.00	-69.00
381.20	-2.00
381.40	40.00
381.61	19.00
381.81	38.00
382.01	29.00
382.21	43.00
382.42	-40.00
382.62	-4.00
382.82	101.00
383.02	47.00
383.23	28.00
383.43	26.00
383.63	-24.00
383.83	20.00
384.04	18.00
384.24	-4.00
384.44	-29.00
384.64	-94.00
384.85	-62.00
385.05	27.00
385.25	16.00
385.45	22.00
385.66	9.00
385.86	39.00
386.06	58.00
386.26	44.00
386.47	33.00
386.67	36.00
386.87	-2.00
387.07	23.00
387.27	0.00
387.48	25.00
387.68	44.00
387.88	45.00
388.08	23.00
388.29	-80.00
388.49	4.00
388.69	16.00
388.89	59.00
389.10	40.00
389.30	66.00
389.50	32.00
389.70	10.00
389.90	-72.00
390.11	-16.00
390.31	27.00
390.51	4.00
390.71	29.00
390.92	94.00
391.12	102.00
391.32	62.00
391.52	36.00
391.72	8.00
391.93	13.00
392.13	-17.00
392.33	3.00
392.53	20.00
392.74	60.00
392.94	-9.00
393.14	9.00
393.34	69.00
393.54	100.00
393.75	2.00
393.95	3.00
394.15	-10.00
394.35	58.00
394.56	60.00
394.76	59.00
394.96	48.00
395.16	-25.00
395.36	33.00
395.57	26.00
395.77	49.00
395.97	58.00
396.17	14.00
396.37	41.00
396.58	21.00
396.78	41.00
396.98	75.00
397.18	37.00
397.38	16.00
397.59	23.00
397.79	59.00
397.99	-9.00
398.19	3.00
398.39	-8.00
398.60	38.00
398.80	24.00
399.00	-63.00
399.20	-27.00
399.40	38.00
399.61	5.00
399.81	-8.00
400.01	-6.00
400.21	58.00
400.41	13.00
400.62	44.00
400.82	2.00
401.02	17.00
401.22	-9.00
401.42	-66.00
401.63	16.00
401.83	73.00
402.03	42.00
402.23	22.00
402.43	19.00
402.64	6.00
402.84	29.00
403.04	25.00
403.24	-29.00
403.44	47.00
403.64	35.00
403.85	-2.00
404.05	-20.00
404.25	11.00
404.45	-12.00
404.65	119.00
404.86	75.00
405.06	-18.00
405.26	-52.00
405.46	0.00
405.66	-19.00
405.86	-28.00
406.07	5.00
406.27	58.00
406.47	28.00
406.67	18.00
406.87	40.00
407.07	40.00
407.28	-113.00
407.48	-54.00
407.68	23.00
407.88	52.00
408.08	-6.00
408.28	19.00
408.49	71.00
408.69	-6.00
408.89	-30.00
409.09	51.00
409.29	48.00
409.49	-14.00
409.70	25.00
409.90	51.00
410.10	33.00
410.30	-20.00
410.50	-3.00
410.70	-73.00
410.91	-28.00
411.11	23.00
411.31	-34.00
411.51	0.00
411.71	61.00
411.91	14.00
412.12	59.00
412.32	41.00
412.52	-32.00
412.72	44.00
412.92	49.00
413.12	-24.00
413.32	-7.00
413.53	-2.00
413.73	34.00
413.93	32.00
414.13	8.00
414.33	-45.00
414.53	3.00
414.74	-7.00
414.94	32.00
415.14	-12.00
415.34	-20.00
415.54	-10.00
415.74	-1.00
415.94	-56.00
416.15	-38.00
416.35	20.00
416.55	41.00
416.75	46.00
416.95	-14.00
417.15	27.00
417.35	-2.00
417.56	56.00
417.76	97.00
417.96	65.00
418.16	38.00
418.36	77.00
418.56	-18.00
418.76	-25.00
418.97	-13.00
419.17	43.00
419.37	61.00
419.57	65.00
419.77	1.00
419.97	-50.00
420.17	-35.00
420.37	12.00
420.58	-4.00
420.78	43.00
420.98	31.00
421.18	20.00
421.38	26.00
421.58	20.00
421.78	0.00
421.98	-6.00
422.19	-50.00
422.39	-51.00
422.59	34.00
422.79	32.00
422.99	-21.00
423.19	13.00
423.39	2.00
423.59	-19.00
423.80	-6.00
424.00	40.00
424.20	32.00
424.40	-27.00
424.60	12.00
424.80	15.00
425.00	38.00
425.20	-8.00
425.40	-31.00
425.61	-12.00
425.81	23.00
426.01	25.00
426.21	-4.00
426.41	40.00
426.61	42.00
426.81	45.00
427.01	28.00
427.21	30.00
427.42	116.00
427.62	137.00
427.82	10.00
428.02	28.00
428.22	19.00
428.42	-2.00
428.62	-21.00
428.82	19.00
429.02	16.00
429.23	-59.00
429.43	-11.00
429.63	-16.00
429.83	-66.00
430.03	-2.00
430.23	29.00
430.43	24.00
430.63	-28.00
430.83	-7.00
431.03	-27.00
431.24	15.00
431.44	24.00
431.64	84.00
431.84	23.00
432.04	63.00
432.24	-12.00
432.44	48.00
432.64	60.00
432.84	48.00
433.04	13.00
433.24	-18.00
433.45	2.00
433.65	46.00
433.85	36.00
434.05	-4.00
434.25	27.00
434.45	79.00
434.65	3.00
434.85	-30.00
435.05	38.00
435.25	40.00
435.45	21.00
435.65	59.00
435.86	45.00
436.06	79.00
436.26	64.00
436.46	47.00
436.66	-44.00
436.86	47.00
437.06	33.00
437.26	8.00
437.46	-23.00
437.66	-6.00
437.86	62.00
438.06	-5.00
438.26	-50.00
438.47	6.00
438.67	53.00
438.87	17.00
439.07	-33.00
439.27	-11.00
439.47	9.00
439.67	31.00
439.87	15.00
440.07	13.00
440.27	-35.00
440.47	-16.00
440.67	63.00
440.87	-4.00
441.07	-15.00
441.27	-9.00
441.48	-24.00
441.68	92.00
441.88	80.00
442.08	-9.00
442.28	-2.00
442.48	2.00
442.68	52.00
442.88	64.00
443.08	64.00
443.28	55.00
443.48	1.00
443.68	24.00
443.88	70.00
444.08	16.00
444.28	34.00
444.48	-2.00
444.68	24.00
444.88	45.00
445.09	-62.00
445.29	19.00
445.49	27.00
445.69	88.00
445.89	16.00
446.09	33.00
446.29	73.00
446.49	77.00
446.69	30.00
446.89	26.00
447.09	31.00
447.29	34.00
447.49	50.00
447.69	-45.00
447.89	-49.00
448.09	4.00
448.29	87.00
448.49	29.00
448.69	6.00
448.89	52.00
449.09	56.00
449.29	47.00
449.49	16.00
449.70	-3.00
449.90	58.00
450.10	62.00
450.30	-9.00
450.50	48.00
450.70	73.00
450.90	-19.00
451.10	7.00
451.30	21.00
451.50	44.00
451.70	16.00
451.90	52.00
452.10	80.00
452.30	55.00
452.50	10.00
