367.62	-45.00
367.82	-20.00
368.02	78.00
368.23	41.00
368.43	39.00
368.63	25.00
368.83	54.00
369.04	37.00
369.24	-7.00
369.44	36.00
369.65	73.00
369.85	19.00
370.05	9.00
370.25	25.00
370.46	-66.00
370.66	-38.00
370.86	6.00
371.07	44.00
371.27	69.00
371.47	27.00
371.67	27.00
371.88	-17.00
372.08	22.00
372.28	82.00
372.49	-11.00
372.69	-104.00
372.89	-23.00
373.09	59.00
373.30	51.00
373.50	6.00
373.70	-40.00
373.91	-38.00
374.11	50.00
374.31	46.00
374.51	-11.00
374.72	2.00
374.92	17.00
375.12	35.00
375.33	15.00
375.53	-34.00
375.73	-45.00
375.93	1.00
376.14	33.00
376.34	54.00
376.54	65.00
376.74	27.00
376.95	14.00
377.15	-22.00
377.35	-31.00
377.55	12.00
377.76	37.00
377.96	3.00
378.16	-9.00
378.37	37.00
378.57	-20.00
378.77	-38.00
378.97	39.00
379.18	28.00
379.38	-5.00
379.58	14.00
379.78	15.00
379.99	-19.00
380.19	60.00
380.39	36.00
380.59	-63.00
380.80	-67.00
381.00	-28.00
381.20	-18.00
381.40	-8.00
381.61	9.00
381.81	8.00
382.01	-54.00
382.21	-19.00
382.42	20.00
382.62	-47.00
382.82	30.00
383.02	33.00
383.23	49.00
383.43	-4.00
383.63	-24.00
383.83	5.00
384.04	57.00
384.24	35.00
384.44	24.00
384.64	-30.00
384.85	13.00
385.05	86.00
385.25	-27.00
385.45	20.00
385.66	-17.00
385.86	117.00
386.06	117.00
386.26	50.00
386.47	-22.00
386.67	-8.00
386.87	-20.00
387.07	-3.00
387.27	49.00
387.48	15.00
387.68	-14.00
387.88	38.00
388.08	-33.00
388.29	0.00
388.49	11.00
388.69	-39.00
388.89	63.00
389.10	27.00
389.30	-12.00
389.50	-22.00
389.70	-29.00
389.90	3.00
390.11	-9.00
390.31	4.00
390.51	-1.00
390.71	-21.00
390.92	-27.00
391.12	-11.00
391.32	58.00
391.52	61.00
391.72	37.00
391.93	47.00
392.13	1.00
392.33	-41.00
392.53	-40.00
392.74	18.00
392.94	37.00
393.14	44.00
393.34	39.00
393.54	34.00
393.75	47.00
393.95	45.00
394.15	-28.00
394.35	-3.00
394.56	29.00
394.76	47.00
394.96	64.00
395.16	-60.00
395.36	-39.00
395.57	-72.00
395.77	19.00
395.97	22.00
396.17	-18.00
396.37	59.00
396.58	44.00
396.78	14.00
396.98	7.00
397.18	-19.00
397.38	40.00
397.59	60.00
397.79	15.00
397.99	-59.00
398.19	-43.00
398.39	-30.00
398.60	34.00
398.80	8.00
399.00	20.00
399.20	3.00
399.40	-3.00
399.61	-7.00
399.81	-24.00
400.01	44.00
400.21	11.00
400.41	-31.00
400.62	50.00
400.82	24.00
401.02	-14.00
401.22	-8.00
401.42	2.00
401.63	1.00
401.83	26.00
402.03	41.00
402.23	50.00
402.43	71.00
402.64	91.00
402.84	57.00
403.04	25.00
403.24	-21.00
403.44	-30.00
403.64	79.00
403.85	67.00
404.05	1.00
404.25	-51.00
404.45	-57.00
404.65	16.00
404.86	-1.00
405.06	-90.00
405.26	-33.00
405.46	17.00
405.66	26.00
405.86	-6.00
406.07	-47.00
406.27	10.00
406.47	61.00
406.67	51.00
406.87	71.00
407.07	48.00
407.28	-9.00
407.48	22.00
407.68	0.00
407.88	23.00
408.08	66.00
408.28	32.00
408.49	47.00
408.69	-22.00
408.89	-12.00
409.09	11.00
409.29	-22.00
409.49	7.00
409.70	53.00
409.90	-2.00
410.10	20.00
410.30	-29.00
410.50	-6.00
410.70	20.00
410.91	25.00
411.11	44.00
411.31	49.00
411.51	-5.00
411.71	24.00
411.91	-11.00
412.12	4.00
412.32	28.00
412.52	32.00
412.72	-4.00
412.92	-50.00
413.12	-60.00
413.32	-32.00
413.53	-102.00
413.73	-24.00
413.93	19.00
414.13	28.00
414.33	16.00
414.53	-1.00
414.74	-10.00
414.94	-12.00
415.14	24.00
415.34	32.00
415.54	38.00
415.74	19.00
415.94	2.00
416.15	32.00
416.35	0.00
416.55	-43.00
416.75	12.00
416.95	21.00
417.15	12.00
417.35	38.00
417.56	8.00
417.76	64.00
417.96	0.00
418.16	-4.00
418.36	19.00
418.56	14.00
418.76	32.00
418.97	8.00
419.17	22.00
419.37	48.00
419.57	5.00
419.77	58.00
419.97	54.00
420.17	-15.00
420.37	30.00
420.58	102.00
420.78	35.00
420.98	15.00
421.18	32.00
421.38	33.00
421.58	15.00
421.78	10.00
421.98	73.00
422.19	56.00
422.39	-58.00
422.59	-68.00
422.79	15.00
422.99	86.00
423.19	76.00
423.39	83.00
423.59	72.00
423.80	80.00
424.00	97.00
424.20	-52.00
424.40	58.00
424.60	32.00
424.80	76.00
425.00	40.00
425.20	80.00
425.40	27.00
425.61	50.00
425.81	72.00
426.01	-38.00
426.21	-18.00
426.41	16.00
426.61	13.00
426.81	-20.00
427.01	65.00
427.21	5.00
427.42	20.00
427.62	-64.00
427.82	12.00
428.02	46.00
428.22	-8.00
428.42	-20.00
428.62	0.00
428.82	-22.00
429.02	21.00
429.23	80.00
429.43	38.00
429.63	8.00
429.83	51.00
430.03	62.00
430.23	100.00
430.43	71.00
430.63	48.00
430.83	20.00
431.03	13.00
431.24	-14.00
431.44	13.00
431.64	12.00
431.84	72.00
432.04	65.00
432.24	49.00
432.44	-6.00
432.64	36.00
432.84	44.00
433.04	10.00
433.24	34.00
433.45	99.00
433.65	12.00
433.85	52.00
434.05	27.00
434.25	15.00
434.45	64.00
434.65	80.00
434.85	54.00
435.05	98.00
435.25	-76.00
435.45	-108.00
435.65	14.00
435.86	35.00
436.06	-7.00
436.26	78.00
436.46	20.00
436.66	-43.00
436.86	18.00
437.06	-1.00
437.26	-13.00
437.46	104.00
437.66	34.00
437.86	-51.00
438.06	18.00
438.26	82.00
438.47	52.00
438.67	37.00
438.87	-20.00
439.07	-23.00
439.27	-77.00
439.47	-38.00
439.67	24.00
439.87	34.00
440.07	64.00
440.27	49.00
440.47	115.00
440.67	152.00
440.87	-1.00
441.07	18.00
441.27	4.00
441.48	3.00
441.68	-20.00
441.88	82.00
442.08	27.00
442.28	0.00
442.48	54.00
442.68	-16.00
442.88	93.00
443.08	77.00
443.28	58.00
443.48	41.00
443.68	54.00
443.88	86.00
444.08	5.00
444.28	-15.00
444.48	6.00
444.68	-27.00
444.88	13.00
445.09	92.00
445.29	112.00
445.49	59.00
445.69	52.00
445.89	56.00
446.09	-2.00
446.29	-34.00
446.49	26.00
446.69	92.00
446.89	72.00
447.09	-9.00
447.29	-45.00
447.49	53.00
447.69	70.00
447.89	72.00
448.09	-1.00
448.29	0.00
448.49	72.00
448.69	47.00
448.89	44.00
449.09	16.00
449.29	24.00
449.49	-22.00
449.70	103.00
449.90	112.00
450.10	4.00
450.30	80.00
450.50	77.00
450.70	50.00
450.90	46.00
451.10	66.00
451.30	18.00
451.50	75.00
451.70	51.00
451.90	-3.00
452.10	73.00
452.30	51.00
452.50	44.00
452.70	6.00
452.90	28.00
453.10	22.00
453.30	56.00
453.50	12.00
453.70	31.00
453.90	10.00
454.10	31.00
454.30	72.00
454.50	118.00
454.70	89.00
454.90	7.00
455.10	-2.00
455.30	-38.00
455.50	11.00
455.70	24.00
455.90	43.00
456.10	25.00
456.30	61.00
456.50	-4.00
456.70	24.00
456.90	27.00
457.10	13.00
457.30	-29.00
457.50	66.00
457.70	82.00
457.90	44.00
458.10	71.00
458.30	78.00
458.50	107.00
458.70	81.00
458.90	68.00
459.10	0.00
459.30	65.00
459.50	68.00
